   RELATÓRIO DE EXTRAÇÃO


  tema   /   frase   /   repetições   /   sentença (texto original)
  pai  /  12 abandonar senhor deus pai terra egito após outro deus deus povo haver redor adorar  /  1  /  12 abandonaram o senhor deus de seus pais , que os tirara da terra do egito , e foram-se após outros deuses , dentre os deuses dos povos que havia ao redor deles , e os adoraram
  pai  /  5 pois ainda haver algum chamar deus quer céu quer terra deus senhor 6 todavia nó deus pai todo coisa nó viver  /  1  /  5 pois , ainda que haja também alguns que se chamem deuses , quer no céu quer na terra ( como há muitos deuses e muitos senhores ) , 6 todavia para nós há um só deus , o pai , de quem são todas as coisas e para quem nós vivemos
  pai  /  3 graça damo deus pai senhor jesus cristo orar sempre vós 4 desde ouvir falar vosso fé cristo jesus amor todo santo 5 causa esperança reservado céu antes ouvir palavra verdade evangelho 6 chegar vós todo mundo frutificar crescendo assim vós desde dia ouvir conhecer graça deus verdade 7 segundo aprender epafras amado conservo nó fiel ministro cristo  /  2  /  3 graças damos a deus , pai de nosso senhor jesus cristo , orando sempre por vós , 4 desde que ouvimos falar da vossa fé em cristo jesus , e do amor que tendes a todos os santos , 5 por causa da esperança que vos está reservada nos céus , da qual antes ouvistes pela palavra da verdade do evangelho , 6 que já chegou a vós , como também está em todo o mundo , frutificando e crescendo , assim como entre vós desde o dia em que ouvistes e conhecestes a graça de deus em verdade , 7 segundo aprendestes de epafras , nosso amado conservo , que por nós é fiel ministro de cristo
  pai  /  6 encher casa casa todo servo casa todo egípcio nunca ver pai pai pai desde dia aparecer terra dia hoje  /  2  /  6 e encherão as tuas casas , as casas de todos os teus servos e as casas de todos os egípcios , como nunca viram teus pais nem os pais de teus pais , desde o dia em que apareceram na terra até o dia de hoje
  pai  /  32 agora pois ó deus deus grande poderoso temível guarda pacto beneficência pouco conta todo aflição alcançar nó rei príncipe sacerdote profeta pai todo povo desde dia rei assírio dia hoje  /  1  /  32 agora , pois , ó nosso deus , deus grande , poderoso e temível , que guardas o pacto e a beneficência , não tenhas em pouca conta toda a aflição que nos alcançou a nós , a nossos reis , a nossos príncipes , a nossos sacerdotes , a nossos profetas , a nossos pais e a todo o teu povo , desde os dias dos reis da assíria até o dia de hoje
  pai  /  45 pai vez recebido levar sob direção josué entrar posse terra nação deus expulsar presença pai dia davi 46 achar graça diante deus pedir fossar dado achar habitação deus jacó  /  1  /  45 o qual nossos pais , tendo-o por sua vez recebido , o levaram sob a direção de josué , quando entraram na posse da terra das nações que deus expulsou da presença dos nossos pais , até os dias de davi , 46 que achou graça diante de deus , e pediu que lhe fosse dado achar habitação para o deus de jacó
  pai  /  9 esquecer maldade vosso pai maldade rei judá maldade mulher vosso maldade maldade vosso mulher cometido terra judá rua jerusalém  /  2  /  9 esquecestes já as maldades de vossos pais , as maldades dos reis de judá , as maldades das suas mulheres , as vossas maldades e as maldades das vossas mulheres , cometidas na terra de judá e nas ruas de jerusalém
  pai  /  7 desde dia pai dia hoje estada grande culpa causa iniqüidade fomo entregue nó rei sacerdote mão rei terra espada cativeiro rapina confusão rosto hoje vê  /  1  /  7 desde os dias de nossos pais até o dia de hoje temos estado em grande culpa , e por causa das nossas iniqüidades fomos entregues , nós , os nossos reis e os nossos sacerdotes , na mão dos reis das terras , à espada , ao cativeiro , à rapina e à confusão do rosto , como hoje se vê
  pai  /  8 porque senhor amar porque querer guardar juramento vosso pai mão forte resgatar casa servidão mão faraó rei egito  /  2  /  8 mas , porque o senhor vos amou , e porque quis guardar o juramento que fizera a vossos pais , foi que vos tirou com mão forte e vos resgatou da casa da servidão , da mão de faraó , rei do egito
  pai  /  subir todo servo faraó ancião casa todo ancião terra egito 8 todo casa josé irmão casa pai  /  1  /  e com ele subiram todos os servos de faraó , os anciãos da sua casa , e todos os anciãos da terra do egito , 8 como também toda a casa de josé , e seus irmãos , e a casa de seu pai
  pai  /  deus cujo presença andar pai abraão isaque deus pastor durante todo vida dia 16 anjo livrar todo mal abençoar mancebo chamado nome nome pois abraão isaque  /  2  /  o deus em cuja presença andaram os meus pais abraão e isaque , o deus que tem sido o meu pastor durante toda a minha vida até este dia , 16 o anjo que me tem livrado de todo o mal , abençoe estes mancebos , e seja chamado neles o meu nome , e o nome de meus pois abraão e isaque
  pai  /  4 ora andar perante mim andar davi pai inteireza coração eqüidade conforme tudo ordenar guardar estatuto ordenança 5 confirmar trono reino sobre israel sempre prometer pai davi dizer  /  2  /  4 ora , se tu andares perante mim como andou davi , teu pai , com inteireza de coração e com eqüidade , fazendo conforme tudo o que te ordenei , e guardando os meus estatutos e as minhas ordenanças , 5 então confirmarei o trono de teu reino sobre israel para sempre , como prometi a teu pai davi , dizendo
  pai  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  6  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  mão  /  6 garganta alto louvor deus mão espada dois gume 7 exercer vingança sobre nação castigo sobre povo  /  1  /  6 estejam na sua garganta os altos louvores de deus , e na sua mão espada de dois gumes , 7 para exercerem vingança sobre as nações , e castigos sobre os povos
  mão  /  5 anjo ver pé sobre mar sobre terra levantar mão direito céu 6 jurar viver por+os século século criar céu nele terra em+ela mar nele haver demora 7 dia voz sétimo anjo tocar trombeta cumprir mistério deus anunciar servo profeta  /  2  /  5 o anjo que vi em pé sobre o mar e sobre a terra levantou a mão direita ao céu , 6 e jurou por aquele que vive pelos séculos dos séculos , o qual criou o céu e o que nele há , e a terra e o que nela há , e o mar e o que nele há , que não haveria mais demora , 7 mas que nos dias da voz do sétimo anjo , quando este estivesse para tocar a trombeta , se cumpriria o mistério de deus , como anunciou aos seus servos , os profetas
  mão  /  19 príncipe judá príncipe jerusalém eunuco sacerdote todo povo terra passar meio porção bezerro 20 entregá-los-ei dizer mão inimigo mão procurar morte  /  2  /  19 os príncipes de judá , os príncipes de jerusalém , os eunucos , os sacerdotes , e todo o povo da terra , os mesmos que passaram pelo meio das porções do bezerro , 20 entregá-los-ei , digo , na mão de seus inimigos , e na mão dos que procuram a sua morte
  mão  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  2  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  mão  /  18 apresentar mulher perante senhor descobrir cabeça mulher pôr mão oferta cereal memorativo oferta cereal ciúme  /  1  /  18 então apresentará a mulher perante o senhor , e descobrirá a cabeça da mulher , e lhe porá na mão a oferta de cereais memorativa , que é a oferta de cereais por ciúmes
  mão  /  pôr mão sobre egito exército povo filho israel terra egito grande juízo  /  3  /  e eu porei minha mão sobre o egito , e tirarei os meus exércitos , o meu povo , os filhos de israel , da terra do egito , com grandes juízos
  mão  /  10 dia saul guerra hagarenos cair mão  /  1  /  10 e nos dias de saul fizeram guerra aos hagarenos , que caíram pela sua mão
  mão  /  14 olhar eis nuvem branco assentado sobre nuvem semelhante filho homem sobre cabeça coroa ouro mão foice afiado  /  1  /  14 e olhei , e eis uma nuvem branca , e assentado sobre a nuvem um semelhante a filho de homem , que tinha sobre a cabeça uma coroa de ouro , e na mão uma foice afiada
  mão  /  22 tomar carneiro gordura cauda gordo gordura cobre entranha redenho fígado dois rim gordura haver coxo direito porque carneiro consagração 23 fogaça pão bolo pão azeitar coscorão cesto pão ázimo diante senhor 24 tudo pôr mão arão mão filho  /  4  /  22 depois tomarás do carneiro a gordura e a cauda gorda , a gordura que cobre as entranhas e o redenho do fígado , os dois rins com a gordura que houver neles e a coxa direita ( porque é carneiro de consagração ) , 23 e uma fogaça de pão , um bolo de pão azeitado e um coscorão do cesto dos pães ázimos que estará diante do senhor , 24 e tudo porás nas mãos de arão , e nas mãos de seus filhos
  mão  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  31  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  mão  /  7 dizer senhor entregar zedequias rei judá servo povo cidade restar peste espada fome sim entregá-los-ei mão nabucodonosor rei babilônio mão inimigo mão procurar vida  /  2  /  7 e depois disso , diz o senhor , entregarei zedequias , rei de judá , e seus servos , e o povo , e os que desta cidade restarem da peste , e da espada , e da fome , sim entregá-los-ei na mão de nabucodonosor , rei de babilônia , e na mão de seus inimigos , e na mão dos que procuram tirar-lhes a vida
  mão  /  7 desde dia pai dia hoje estada grande culpa causa iniqüidade fomo entregue nó rei sacerdote mão rei terra espada cativeiro rapina confusão rosto hoje vê  /  1  /  7 desde os dias de nossos pais até o dia de hoje temos estado em grande culpa , e por causa das nossas iniqüidades fomos entregues , nós , os nossos reis e os nossos sacerdotes , na mão dos reis das terras , à espada , ao cativeiro , à rapina e à confusão do rosto , como hoje se vê
  mão  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  2  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  cidade  /  26 ajuntar salomão carro cavaleiro sorte mil quatrocentos carro doze mil cavaleiro distribuir cidade carro junto rei jerusalém  /  1  /  26 também ajuntou salomão carros e cavaleiros , de sorte que tinha mil e quatrocentos carros e doze mil cavaleiros , e os distribuiu pelas cidades dos carros , e junto ao rei em jerusalém
  cidade  /  desolação homem animal sim cidade judá rua jerusalém assolado homem morador animal ainda ouvir 11 voz gozo voz alegria voz noivo voz noivo voz dizer  /  6  /  e uma desolação , sem homens nem animais , sim , nas cidades de judá , e nas ruas de jerusalém , que estão assoladas , sem homens , sem moradores e sem animais , ainda se ouvira 11 a voz de gozo e a voz de alegria , a voz de noivo e a voz de noiva , e a voz dos que dizem
  cidade  /  7 dizer senhor entregar zedequias rei judá servo povo cidade restar peste espada fome sim entregá-los-ei mão nabucodonosor rei babilônio mão inimigo mão procurar vida  /  2  /  7 e depois disso , diz o senhor , entregarei zedequias , rei de judá , e seus servos , e o povo , e os que desta cidade restarem da peste , e da espada , e da fome , sim entregá-los-ei na mão de nabucodonosor , rei de babilônia , e na mão de seus inimigos , e na mão dos que procuram tirar-lhes a vida
  cidade  /  10 fim vinte ano salomão edificar duas casa casa senhor casa rei 11 hirão rei tiro trazer salomão madeira cedro cipreste ouro segundo todo desejo dar rei salomão hirão vinte cidade terra galiléia  /  4  /  10 ao fim dos vinte anos em que salomão edificara as duas casas , a casa do senhor e a casa do rei , 11 como hirão , rei de tiro , trouxera a salomão madeira de cedro e de cipreste , e ouro segundo todo o seu desejo , deu o rei salomão a hirão vinte cidades na terra da galiléia
  cidade  /  11 carta rei conceder judeu haver cada cidade reunir dispor defender vida destruir matar esterminarem todo força povo província querer assaltar juntamente pequenino mulher saquear bem 12 dia todo província rei assuero dia treze duodécimo mês mês adar  /  2  /  11 nestas cartas o rei concedia aos judeus que havia em cada cidade que se reunissem e se dispusessem para defenderem as suas vidas , e para destruírem , matarem e esterminarem todas as forças do povo e da província que os quisessem assaltar , juntamente com os seus pequeninos e as suas mulheres , e que saqueassem os seus bens , 12 num mesmo dia , em todas as províncias do rei assuero , do dia treze do duodécimo mês , que é o mês de adar
  cidade  /  2 meio ti algum cidade dar senhor deus encontrado algum homem mulher feito mau olho senhor deus transgredir pacto 3 servido outro deus adorar sol lua qualquer astro exército céu ordenar 4 denunciado ouvir inquirir bem  /  2  /  2 se no meio de ti , em alguma das tuas cidades que te dá o senhor teu deus , for encontrado algum homem ou mulher que tenha feito o que é mau aos olhos do senhor teu deus , transgredindo o seu pacto , 3 que tenha ido e servido a outros deuses , adorando-os , a eles , ou ao sol , ou à lua , ou a qualquer astro do exército do céu ( o que não ordenei ) , 4 e isso te for denunciado , e o ouvires , então o inquirirás bem
  cidade  /  escrever sobre nome deus nome cidade deus novo jerusalém descer céu parte deus novo nome  /  1  /  e escreverei sobre ele o nome do meu deus , e o nome da cidade do meu deus , a nova jerusalém , que desce do céu , da parte do meu deus , e também o meu novo nome
  cidade  /  5 desde dia povo terra egito escolher cidade algum todo tribo israel edificar em+ela casa nome escolher homem algum chefe povo israel  /  1  /  5 desde o dia em que tirei o meu povo da terra do egito não escolhi cidade alguma de todas as tribos de israel , para edificar nela uma casa em que estivesse o meu nome , nem escolhi homem algum para ser chefe do meu povo israel
  cidade  /  31 verdade cidade desde dia edificar dia hoje provocado ira furor sorte remover diante mim 32 causa todo maldade filho israel filho judá provocar ira rei príncipe sacerdote profeta homem judá morador jerusalém  /  2  /  31 na verdade esta cidade , desde o dia em que a edificaram e até o dia de hoje , tem provocado a minha ira e o meu furor , de sorte que eu a removerei de diante de mim , 32 por causa de toda a maldade dos filhos de israel e dos filhos de judá , que fizeram para me provocarem à ira , eles e os seus reis , os seus príncipes , os seus sacerdotes e os seus profetas , como também os homens de judá e os moradores de jerusalém
  cidade  /  18 porventura vosso pai assim trouxe deus todo mal sobre nó sobre cidade  /  1  /  18 porventura não fizeram vossos pais assim , e não trouxe nosso deus todo este mal sobre nós e sobre esta cidade
  cidade  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  17  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  cidade  /  24 vós diligentemente ouvir dizer senhor introduzir carga porta cidade dia sábado santificar dia sábado nele trabalho algum 25 entrar porta cidade rei príncipe assentir sobre trono davi andar carro montado cavalo príncipe homem judá morador jerusalém  /  3  /  24 mas se vós diligentemente me ouvirdes , diz o senhor , não introduzindo cargas pelas portas desta cidade no dia de sábado , e santificardes o dia de sábado , não fazendo nele trabalho algum , 25 então entrarão pelas portas desta cidade reis e príncipes , que se assentem sobre o trono de davi , andando em carros e montados em cavalos , eles e seus príncipes , os homens de judá , e os moradores de jerusalém
  palavra  /  jeremias 25 1 palavra veio jeremias acerca todo povo judá ano quarto jeoiaquim filho josias rei judá primeiro ano nabucodonosor rei babilônio 2 anunciar profeta jeremias todo povo judá todo habitante jerusalém dizer  /  1  /  jeremias 25 1 a palavra que veio a jeremias acerca de todo o povo de judá , no ano quarto de jeoiaquim , filho de josias , rei de judá ( que era o primeiro ano de nabucodonosor , rei de babilônia , 2 a qual anunciou o profeta jeremias a todo o povo de judá , e a todos os habitantes de jerusalém , dizendo
  palavra  /  20 profeta presunção falar nome algum palavra mandado falar falar nome outro deus profeta morrer  /  1  /  20 mas o profeta que tiver a presunção de falar em meu nome alguma palavra que eu não tenha mandado falar , ou o que falar em nome de outros deuses , esse profeta morrerá
  palavra  /  12 assim destruir zinri todo casa basa conforme palavra senhor falar contra basa intermédio profeta jeú 13 causa todo pecado basa pecado elar filho pecar israel pecar provocar ira vaidade senhor deus israel  /  1  /  12 assim destruiu zinri toda a casa de basa , conforme a palavra do senhor , que ele falara contra basa por intermédio do profeta jeú , 13 por causa de todos os pecados de basa , e dos pecados de elá , seu filho , com que pecaram , e com que fizeram israel pecar , provocando à ira , com as suas vaidades , o senhor deus de israel
  palavra  /  3 graça damo deus pai senhor jesus cristo orar sempre vós 4 desde ouvir falar vosso fé cristo jesus amor todo santo 5 causa esperança reservado céu antes ouvir palavra verdade evangelho 6 chegar vós todo mundo frutificar crescendo assim vós desde dia ouvir conhecer graça deus verdade 7 segundo aprender epafras amado conservo nó fiel ministro cristo  /  1  /  3 graças damos a deus , pai de nosso senhor jesus cristo , orando sempre por vós , 4 desde que ouvimos falar da vossa fé em cristo jesus , e do amor que tendes a todos os santos , 5 por causa da esperança que vos está reservada nos céus , da qual antes ouvistes pela palavra da verdade do evangelho , 6 que já chegou a vós , como também está em todo o mundo , frutificando e crescendo , assim como entre vós desde o dia em que ouvistes e conhecestes a graça de deus em verdade , 7 segundo aprendestes de epafras , nosso amado conservo , que por nós é fiel ministro de cristo
  palavra  /  visto escutar palavra 9 eis enviar tomar todo família norte dizer senhor nabucodonosor rei babilônio servo trazer sobre terra sobre morador sobre todo nação redor  /  2  /  visto que não escutastes as minhas palavras 9 eis que eu enviarei , e tomarei a todas as famílias do norte , diz o senhor , como também a nabucodonosor , rei de babilônia , meu servo , e os trarei sobre esta terra , e sobre os seus moradores , e sobre todas estas nações em redor
  palavra  /  2 toma rolo livro escrever nele todo palavra haver falado contra israel contra judá contra todo nação desde dia falar desde dia josias dia hoje  /  1  /  2 toma o rolo dum livro , e escreve nele todas as palavras que te hei falado contra israel , contra judá e contra todas as nações , desde o dia em que eu te falei , desde os dias de josias até o dia de hoje
  palavra  /  espírito sobre ti palavra pus boca desviar boca boca filho boca filho filho dizer senhor desde agora todo sempre  /  1  /  o meu espírito , que está sobre ti , e as minhas palavras , que pus na tua boca , não se desviarão da tua boca , nem da boca dos teus filhos , nem da boca dos filhos dos teus filhos , diz o senhor , desde agora e para todo o sempre
  palavra  /  jeremias 29 1 ora palavra carta jeremias profeta enviar jerusalém restar ancião cativeiro sacerdote profeta todo povo nabucodonosor levar cativo jerusalém babilônio 2 saído jerusalém rei jeconias rainha-mãe eunuco príncipe judá jerusalém artífice ferreiro  /  5  /  jeremias 29 1 ora , são estas as palavras da carta que jeremias , o profeta , enviou de jerusalém , aos que restavam dos anciãos do cativeiro , como também aos sacerdotes , e aos profetas , e a todo o povo , que nabucodonosor levara cativos de jerusalém para babilônia , 2 depois de terem saído de jerusalém o rei jeconias , e a rainha-mãe , e os eunucos , e os príncipes de judá e jerusalém e os artífices e os ferreiros
  palavra  /  18 restante ato manassés oração deus palavra vidente falar nome senhor deus israel altar imagem matã sacerdote 19 oração deus aplacar todo pecado transgressão lugar onde edificar alto pôr aserins imagem esculpido antes humilhado eis escrito crônico vidente  /  2  /  18 o restante dos atos de manassés , e a sua oração ao seu deus , e as palavras dos videntes que lhe falaram em nome do senhor , deus de israel eram os seus altares e as suas imagens , e a matã , sacerdote de 19 também a sua oração , e como deus se aplacou para com ele , e todo o seu pecado , e a sua transgressão , e os lugares onde edificou altos e pôs os aserins e as imagens esculpidas antes de se ter humilhado , eis que estão escritos nas crônicas dos videntes
